Sample,X(ms) [09.01.2024 18:47:34 625 UTC],"ExecutePWM_DB.I_furnancePower","ExecutePWM_DB.I_tempSetPoint","ExecutePWM_DB.tempAfterScaled","ExecutePWM_DB.I_flowSetPoint","ExecutePWM_DB.flowFlow"
106,1704826064780.617812,95.8992538452148,30,18.5026035308838,2,1.99000000953674
107,1704826065080.599905,95.8992538452148,30,19.1051788330078,2,1.9799998998642
108,1704826065380.637696,87.847785949707,30,19.7634544372559,2,1.99000000953674
109,1704826065680.653052,87.847785949707,30,20.8521423339844,2,1.99000000953674
110,1704826065980.631603,87.847785949707,30,21.6420707702637,2,1.9799998998642
111,1704826066280.614652,76.0491638183594,30,22.477575302124,2,1.9799998998642
112,1704826066580.632905,76.0491638183594,30,23.3485240936279,2,1.9799998998642
113,1704826066880.616145,76.0491638183594,30,24.7106475830078,2,1.9799998998642
114,1704826067180.624399,62.1389999389648,30,25.6423606872559,2,1.9799998998642
115,1704826067480.611501,62.1389999389648,30,26.5842018127441,2,1.9799998998642
116,1704826067780.617505,62.1389999389648,30,27.5260410308838,2,1.9799998998642
117,1704826068080.619274,62.1389999389648,30,28.462818145752,2,1.99000000953674
118,1704826068380.614065,49.1607475280762,30,29.8502597808838,2,1.99000000953674
119,1704826068680.608714,49.1607475280762,30,30.7718467712402,2,1.99000000953674
120,1704826068980.614328,49.1607475280762,30,31.6782417297363,2,1.99000000953674
121,1704826069280.612359,38.7381744384766,30,32.5694465637207,2,1.99000000953674
122,1704826069580.617332,38.7381744384766,30,33.8859939575195,2,1.99000000953674
123,1704826069880.643852,38.7381744384766,30,34.7417526245117,2,2
124,1704826070180.622572,29.1942310333252,30,35.5823173522949,2,2
125,1704826070480.625701,29.1942310333252,30,36.3975715637207,2,2
126,1704826070780.632488,29.1942310333252,30,37.1824340820313,2,2.00999999046326
